itemid,boardid,userid,isSolvedTopic
38,237812,2354,0
15,237815,4547,0
15,237815,6148,0
15,237815,3490,0
15,237815,6456,0
15,237815,3490,0
15,237815,3807,0
15,237815,6148,0
15,237815,4502,0
15,237815,4556,0
15,237815,3490,0
15,237815,4502,0
15,237815,3490,0
15,237815,4502,0
15,237815,3490,0
15,237815,6456,0
15,237815,3490,0
15,237815,4502,0
15,237815,3490,0
15,237815,4502,0
15,237815,3490,0
15,237815,4502,0
15,237815,3490,0
15,237815,6456,0
15,237815,4502,0
15,237815,6148,0
15,237815,4502,0
15,237815,2019,0
15,237815,4502,0
15,237815,3490,0
15,237815,4502,0
15,237815,3490,0
15,237815,4502,0
15,237815,3490,0
15,237815,6456,0
15,237815,4502,0
15,237815,4937,0
15,237815,4502,0
15,237815,3490,0
15,237815,6148,0
15,237815,4502,0
15,237815,6148,0
15,237815,6456,0
15,237815,4502,0
15,237815,3490,0
15,237815,4502,0
15,237815,3490,0
15,237815,4502,0
15,237815,3490,0
15,237815,4713,0
15,237815,3490,0
15,237815,4502,0
15,237815,3490,0
15,237815,4713,0
15,237815,4502,0
15,237815,3490,0
15,237815,4502,0
15,237815,3490,0
15,237815,4502,0
15,237815,3490,0
29,237834,2158,1
29,237834,6418,1
29,237834,6456,1
29,237834,6148,1
29,237834,6418,1
29,237834,6456,1
29,237834,6418,1
17,237846,1843,1
17,237846,6456,1
17,237846,6162,1
17,237846,6148,1
17,237846,4502,1
17,237846,6456,1
17,237846,6162,1
17,237846,6456,1
17,237846,6162,1
17,237846,6456,1
17,237846,4502,1
17,237846,6456,1
17,237846,6162,1
17,237858,4742,0
17,237858,2158,0
17,237858,6456,0
17,237858,2158,0
17,237858,6148,0
17,237858,6456,0
17,237858,4742,0
17,237858,4937,0
17,237858,6148,0
17,237858,5203,0
17,237858,4556,0
17,237858,5203,0
17,237858,4556,0
17,237858,5203,0
17,237858,6456,0
17,237858,5203,0
17,237858,6456,0
17,237858,5203,0
17,237858,6456,0
17,237858,4937,0
17,237858,5203,0
17,237864,6456,0
17,237864,2158,0
17,237864,5292,0
17,237864,4742,0
17,237864,6148,0
17,237864,2123,0
17,237864,4556,0
17,237864,4502,0
17,237864,6456,0
17,237864,5203,0
46,237874,6148,0
46,237874,6456,0
46,237874,2391,0
46,237874,6148,0
46,237874,2391,0
46,237874,6456,0
46,237874,6148,0
46,237874,2391,0
27,237879,6456,1
27,237879,5292,1
27,237879,4937,1
27,237879,4774,1
27,237879,5292,1
27,237879,2963,1
25,237883,4502,1
25,237883,4937,1
25,237883,2158,1
25,237883,2123,1
25,237883,6456,1
25,237883,4502,1
25,237883,3807,1
25,237883,4774,1
25,237883,6148,1
25,237883,4502,1
25,237883,6456,1
25,237883,2123,1
25,237883,4502,1
25,237883,6456,1
25,237883,4502,1
25,237883,4937,1
25,237883,3807,1
25,237883,4774,1
25,237883,2103,1
17,237886,6148,1
17,237886,4502,1
17,237886,6456,1
17,237886,4132,1
17,237886,6148,1
17,237886,3807,1
17,237886,6456,1
17,237886,4132,1
17,237886,6456,1
17,237886,3807,1
17,237886,6148,1
17,237886,6456,1
17,237886,4132,1
16,237898,6148,0
16,237898,4742,0
16,237898,6456,0
16,237898,4742,0
16,237898,4547,0
16,237898,4742,0
16,237898,4502,0
16,237898,4547,0
16,237898,3708,0
16,237898,6456,0
16,237898,4547,0
16,237898,3708,0
16,237898,4547,0
16,237898,3708,0
16,237898,4547,0
16,237898,6456,0
16,237898,4547,0
16,237898,6456,0
16,237898,4742,0
16,237898,4547,0
16,237898,3708,0
16,237898,6456,0
16,237898,3708,0
16,237898,6456,0
16,237898,3708,0
16,237898,6456,0
16,237898,6148,0
16,237898,6456,0
16,237898,4937,0
16,237898,3708,0
22,237913,2334,1
22,237913,6456,1
22,237913,2334,1
22,237913,6456,1
22,237913,2334,1
22,237913,6456,1
22,237913,4502,1
22,237913,2334,1
38,237914,6148,0
38,237914,4547,0
38,237914,5552,0
15,237919,6148,1
15,237919,1901,1
38,1540,5542,0
38,1869,4030,0
46,9560,4529,1
15,11251,5104,1
15,11292,1694,1
15,11585,4529,1
16,14969,2375,1
46,17069,2248,0
16,17695,3013,0
15,21223,4030,1
25,21889,1694,1
16,23040,2405,0
16,25572,6456,0
15,26135,4035,1
44,26462,4030,0
15,29721,1694,0
15,30423,2914,1
15,35202,5700,0
16,37806,2375,0
38,40724,4547,0
15,45067,2758,1
16,48485,1639,1
16,48505,4035,0
15,51453,3027,0
16,53000,5989,1
16,57975,4529,1
16,57975,5388,1
16,61934,6338,0
15,63974,3675,1
25,74747,1694,1
15,77129,2358,0
22,77615,2057,0
15,78042,4030,0
15,78896,6200,1
16,80799,4030,1
15,83104,6200,1
17,83547,4529,1
15,85873,6323,1
15,86167,4035,0
25,86909,1694,1
16,91118,4436,1
16,91496,3063,0
15,92885,2375,0
38,92988,5989,0
15,93565,4030,1
15,104816,4030,1
46,105442,4009,1
16,113434,4459,1
16,115472,4529,1
16,115679,4030,0
15,117461,4106,1
16,119097,2758,1
38,125284,4547,0
16,125850,2514,1
16,126397,6395,1
16,129363,5989,1
38,131928,4547,0
15,132527,4529,1
15,132527,4035,1
16,132678,2405,1
50,135233,1175,0
50,136031,4434,1
33,136486,1254,1
33,136486,1122,1
46,139095,2946,0
50,139617,3222,1
16,139619,4035,1
50,141143,2221,1
17,142148,5568,0
16,144057,1901,1
50,151022,2221,0
50,153829,2890,0
15,154194,5989,0
16,154729,3239,1
50,156071,2264,1
50,156071,1234,1
50,156071,4921,1
50,156071,4897,1
16,159961,1175,1
18,160979,5568,1
18,165314,2636,1
15,166459,2375,1
15,166504,4529,1
15,167889,2221,1
15,167889,3027,1
16,173018,6115,1
50,174456,6456,1
50,174456,4547,1
16,176538,4434,1
16,176538,2067,1
25,177606,1921,0
50,177721,2600,0
50,179641,3105,1
46,180912,2057,1
25,182545,1164,0
25,186386,1694,1
38,186924,1175,0
16,187072,1175,1
16,187072,3784,1
50,187645,1175,0
50,188636,4434,0
46,189168,2891,0
15,189555,1694,1
50,194814,1175,1
15,197177,4030,0
50,197405,1628,0
29,200505,5989,1
15,203999,4529,1
22,205620,6323,1
16,208749,1175,0
16,209220,1921,1
16,209220,5700,1
16,209220,3675,1
50,211795,4714,0
50,215363,1626,1
50,215363,4042,1
50,216425,1175,0
50,217669,2221,0
186,220533,3917,0
186,221088,2019,0
186,221265,2324,0
186,221265,6385,0
186,223396,2549,0
186,223627,4030,0
186,225204,2019,0
46,226307,3917,0
186,227156,3917,0
15,227494,1901,0
16,228374,2514,1
18,229185,5989,1
186,229602,2129,0
15,230027,2514,1
41,230692,1164,1
186,231708,2019,0
50,232508,1571,0
50,232508,6385,0
186,232944,2019,0
15,233658,1694,1
15,233812,1694,1
186,233880,2019,0
186,234900,1393,0
186,235130,2067,0
50,235531,2129,1
25,235928,1694,0
50,235967,6385,0
50,235968,6385,0
50,236513,6385,0
50,236811,6385,1
22,237039,2946,0
25,237049,4669,0
25,237049,2158,0
25,237049,5435,0
46,237065,6366,0
25,237176,6445,0
15,237265,1511,0
15,237265,4547,0
15,237265,3917,0
15,237265,4547,0
15,237265,3917,0
186,237307,3726,0
15,237308,6456,1
15,237308,1694,1
18,237333,5333,1
29,237351,5916,0
113,237354,1030,0
15,237410,4742,0
16,237418,3193,1
15,237471,2946,0
15,237471,4547,0
15,237471,6456,0
16,237473,6456,1
50,237508,3880,0
50,237508,6456,0
38,237533,4547,0
22,237536,4547,0
22,237536,4174,0
22,237536,2946,0
22,237564,4547,0
46,237571,6366,1
38,237602,4547,0
15,237688,1309,1
15,237748,5542,1
15,237748,2946,1
15,237748,6456,1
50,237751,6456,1
50,237751,6228,1
113,237752,3723,0
15,237765,2946,0
15,237765,6456,0
15,237767,4547,0
15,237767,3193,0
15,237767,4547,0
18,237797,2158,0
46,237810,6366,1
46,237810,4736,1
38,237812,6456,0
38,237812,4547,0
38,237812,6040,0
38,237812,6456,0
38,237812,2354,0
25,237883,2103,1
16,237898,3807,0
16,237898,4742,0
22,237913,6456,1
22,237913,2334,1
38,237914,6456,0
15,237919,1901,1
15,237919,6456,1
15,237919,1901,1
15,237919,2158,1
15,237919,6456,1
29,237935,2633,0
29,237935,3063,0
15,237936,2158,1
15,237936,1511,1
15,237936,5989,1
15,237936,4547,1
15,237936,5989,1
15,237936,2158,1
15,237936,5989,1
15,237936,2158,1
15,237943,4547,0
15,237943,3807,0
15,237943,6456,0
15,237943,3807,0
15,237943,1511,0
15,237943,4035,0
15,237943,2946,0
15,237943,4035,0
15,237946,1511,0
15,237946,5542,0
46,237947,6366,0
46,237947,6456,0
46,237947,1775,0
46,237947,4736,0
46,237947,1775,0
15,237953,4547,0
15,237953,3807,0
15,237953,6456,0
15,237953,4169,0
15,237953,6062,0
22,237954,6456,0
22,237954,4547,0
22,237954,3807,0
22,237954,6456,0
22,237954,6120,0
16,237956,6366,0
16,237956,6456,0
16,237956,1164,0
16,237963,4547,0
16,237963,3807,0
16,237963,5292,0
16,237963,5104,0
16,237963,6366,0
16,237963,2158,0
16,237963,5104,0
16,237963,2158,0
16,237963,5104,0
16,237963,6456,0
16,237963,5104,0
15,237965,2158,1
15,237965,4030,1
15,237965,1309,1
15,237965,6456,1
15,237965,1309,1
15,237965,4030,1
46,237967,4577,0
46,237967,6366,0
46,237967,1366,0
25,237978,6456,0
25,237978,2203,0
25,237978,2158,0
25,237978,2203,0
15,237979,6456,0
15,237979,4547,0
15,237979,4106,0
15,237982,1694,0
15,237982,6456,0
15,237982,1694,0
16,8114,1186,1
16,8114,5505,1
16,8114,4962,1
38,13428,6115,1
15,13486,2810,1
43,14944,4760,0
15,15444,3824,1
16,16602,3824,1
15,17626,4529,1
16,19240,1715,1
15,27772,4962,1
55,29490,5836,1
15,30314,5267,0
15,31888,2563,1
17,33798,1628,0
16,36724,5568,1
40,37588,1152,0
15,38409,5247,1
16,41602,4030,1
15,42895,2039,0
16,43447,3466,1
15,45067,1066,1
16,48485,1639,1
15,51049,5247,0
16,51356,6126,0
16,54669,3824,0
16,54893,5950,0
15,56785,5267,0
15,57192,5183,1
16,57788,4756,1
16,59186,4889,1
16,62928,4756,1
16,72085,3824,0
15,73058,1838,0
16,79629,4962,1
16,80799,3479,1
16,81144,3824,1
29,85986,4965,1
15,86001,5950,0
25,88395,2093,0
16,91496,3063,0
38,93051,4897,1
15,97818,3824,1
16,100358,5582,0
25,104460,1588,1
38,106484,5388,1
15,106814,4551,1
16,113434,1152,1
16,113434,3058,1
15,132527,2391,1
50,135418,2129,0
50,136031,3890,1
50,138810,3890,1
16,139536,2757,0
46,139839,6456,0
50,140359,3890,1
41,144836,4356,0
50,146408,2191,1
29,148770,4965,0
16,149465,1357,0
16,154740,1152,0
50,156071,6145,1
50,156071,2282,1
50,156071,1234,1
50,156071,3042,1
50,156071,2264,1
38,158571,5267,1
16,158975,3342,0
15,160642,4030,1
29,161168,3239,1
41,164710,3120,0
16,165878,3890,1
41,167107,3120,1
50,167174,4907,1
27,167824,4334,0
50,168615,4334,0
38,169352,4332,1
16,171031,5505,1
50,172129,2129,0
50,177325,5133,0
16,177378,4529,1
15,177913,5247,0
50,179641,4356,1
50,179641,4923,1
16,181422,5505,1
50,182755,5415,0
16,183546,4497,1
18,183904,4714,1
16,186705,5700,0
25,191980,6145,1
25,191980,1152,1
29,192260,4965,1
15,193641,4529,1
22,194989,5415,1
50,195077,5150,0
50,196182,2129,0
50,202818,1348,0
50,203738,4334,1
50,204109,2129,0
22,208550,5415,1
17,211511,4290,0
50,211795,4714,0
50,214939,3515,0
50,214939,4332,0
41,216334,3120,0
50,218721,2436,1
89,219497,4965,0
186,221231,5505,0
186,221265,4334,0
186,221304,2129,0
186,221311,5505,0
186,221317,6438,0
186,221360,2203,0
186,221694,2827,0
186,221754,2129,0
186,223514,1920,0
186,223576,2191,0
186,223579,2191,0
186,223655,2191,0
186,223724,2436,0
186,223956,2277,0
186,223980,4286,0
29,224821,4965,0
17,225377,4290,1
38,229575,3455,0
186,229601,6438,0
186,229602,2129,0
9,230172,6366,0
186,230825,2548,0
186,230825,6438,0
186,231190,1694,0
50,232508,6438,0
186,233266,2277,0
186,233276,2277,0
186,233285,2277,0
186,233285,2946,0
186,233285,2277,0
15,234634,5183,1
50,235194,5916,1
22,235304,2277,0
50,235531,6438,1
127,235647,2548,0
41,235999,4736,0
22,236234,5415,0
29,236556,4960,1
50,236594,1628,0
50,236594,6456,0
50,236594,1710,0
22,236741,2277,1
50,236811,2165,1
22,237037,4547,0
22,237037,1451,0
22,237039,2277,0
31,237078,3120,0
46,237102,3455,0
18,237333,5333,1
50,237508,2436,0
50,237508,1628,0
46,237571,6366,1
46,237571,1709,1
25,237648,2158,0
25,237664,2158,0
15,237748,5542,1
50,237751,2165,1
50,237751,4971,1
50,237751,5907,1
18,237797,5333,0
27,237879,4774,1
27,237879,2963,1
29,237935,3063,0
15,237936,4937,1
15,237943,6456,0
15,237943,4547,0
15,237943,4035,0
15,237943,1511,0
15,237943,6456,0
15,237943,4035,0
15,237946,4736,0
15,237946,5542,0
46,237947,4736,0
15,237953,6062,0
15,237953,4937,0
22,237954,2277,0
16,237956,2158,0
16,237963,4937,0
15,237965,6040,1
15,237965,6456,1
46,237967,6366,0
46,237967,4577,0
46,237967,4937,0
25,237978,2203,0
25,237978,2158,0
25,237978,2203,0
25,237978,4669,0
25,237978,2203,0
25,237978,2158,0
15,237979,4937,0
15,237982,2158,0
15,237982,1694,0
15,237982,6456,0
15,237982,1694,0
15,237982,6456,0
15,237982,2158,0
15,237982,1694,0
15,237995,6456,0
15,237995,4547,0
15,237995,2158,0
15,237995,6456,0
15,237995,2391,0
15,237995,2158,0
15,237995,1511,0
15,237995,6456,0
15,237995,2391,0
46,238004,6456,0
46,238004,5916,0
46,238004,6456,0
46,238004,5916,0
27,238005,4774,1
27,238005,2963,1
27,238009,4774,1
27,238009,2963,1
46,238014,6040,1
46,238014,6456,1
46,238014,5542,1
25,238024,2203,0
41,238025,3120,0
38,3711,5994,1
55,5957,5560,0
17,7361,2629,0
16,7872,2833,1
16,7872,5370,1
16,7872,4027,1
15,8129,4973,1
15,8404,4889,1
29,8881,1122,1
44,8980,3210,0
16,11635,4069,1
15,11764,3969,0
15,12077,3210,1
38,14956,3038,0
16,14989,2124,1
17,15224,3881,0
15,15444,2430,1
44,16312,3210,0
15,17626,1517,1
15,17844,3487,0
16,18586,1693,0
15,18976,3462,0
15,19048,1407,0
16,19079,6053,0
17,19676,3881,0
44,20279,3210,1
16,21489,4158,0
15,22318,1453,1
16,22828,6464,1
15,23316,5348,0
15,25501,2564,1
27,25540,3084,0
16,25572,4774,0
16,26268,3047,0
44,26462,4947,0
16,26707,5518,1
15,27090,4775,1
16,28064,4115,1
16,28064,1112,1
15,30000,2130,1
15,35312,1048,0
38,35874,6424,0
15,36830,3689,0
15,37044,1693,0
15,37201,3487,0
44,38129,3210,0
15,38409,6275,1
16,38497,1693,0
16,39453,5518,1
15,40457,2660,1
16,40486,3510,1
17,41204,1896,1
17,41204,1096,1
15,41533,2564,0
16,42349,5475,0
15,42895,2039,0
15,43386,6424,1
38,44238,5994,1
17,45345,2629,0
15,45393,5560,1
15,45747,2430,1
15,46126,2133,0
15,47543,4944,0
16,48485,1639,1
16,48505,2130,0
15,48568,1453,0
16,49055,2130,1
44,49615,3210,0
16,50298,1401,1
38,50381,1925,1
38,50381,6057,1
38,50381,3104,1
16,50517,4354,0
15,51762,3210,0
15,52461,2188,1
16,53098,2264,1
16,53185,2660,0
16,53232,6424,1
43,55517,5349,0
16,56020,1921,1
16,56020,3863,1
16,56740,1921,1
15,56785,5267,0
15,57585,2130,0
38,57700,4577,0
16,58884,6424,0
16,58884,2610,0
44,62493,3210,0
15,63731,1182,1
16,63994,4937,0
38,65094,4709,1
16,66400,3891,0
15,67294,3210,1
17,68550,4577,0
16,68669,3050,0
15,68675,1401,0
16,70836,4069,1
15,71033,2833,1
15,71033,1350,1
15,71237,2130,0
15,71377,2133,0
38,72220,3484,0
16,73485,1401,0
25,74225,2133,1
38,76039,3038,0
43,77439,4377,0
27,78371,2607,1
15,78896,6200,1
17,79751,4069,1
16,80669,3462,0
15,81848,2841,0
15,85475,5381,1
25,85672,1507,0
38,86232,5994,1
29,87939,6196,1
25,88395,2093,0
16,90427,6151,1
15,90843,4694,1
16,91118,2375,1
22,91714,2846,0
25,92574,1350,1
38,93051,5135,1
38,93051,4328,1
46,93154,5985,1
25,93925,6445,0
16,94195,4919,1
44,94219,3210,1
35,94461,2233,1
16,94627,4170,1
16,94960,3903,1
16,94960,3024,1
15,95579,2822,1
15,96306,6086,0
16,97014,4103,1
44,97297,5138,1
44,99329,3210,0
22,99569,6498,1
22,99569,5994,1
22,99569,1401,1
40,99803,6471,1
38,99979,5994,1
17,100098,2133,0
16,100256,5511,1
25,100705,4937,1
38,102214,4170,0
17,102556,3487,0
38,102805,3038,0
16,102896,2868,1
18,103467,3210,0
15,103733,2203,1
31,104122,5730,0
31,104122,2045,0
15,106310,5438,0
15,107811,3290,1
38,108475,4713,1
38,108475,4027,1
16,109430,6001,1
16,109541,3366,0
46,109624,3210,1
15,112473,2564,1
17,112697,1785,1
44,113100,3210,0
16,113434,4245,1
16,113434,6258,1
16,113434,5265,1
15,113585,2607,0
22,114069,1649,1
25,114387,4823,0
15,117461,6034,1
16,118057,3872,0
22,118482,1709,0
16,118807,3533,0
16,119546,1734,0
16,121208,3872,1
29,121565,2598,1
15,121796,2822,1
17,123626,3636,1
15,123950,4556,1
15,123950,5851,1
31,124137,5730,0
17,124748,3881,1
38,125792,6309,1
15,126594,3210,1
17,127430,4245,1
31,127920,5730,1
33,130817,4391,1
15,132527,2752,1
15,132882,5058,1
25,134192,3863,1
15,134720,1125,1
15,134905,3462,0
17,135307,3689,1
50,136031,1964,1
50,136031,3417,1
17,136142,4577,0
17,136205,4577,1
17,136429,6471,0
50,137508,2264,1
50,137508,1843,1
38,138940,5745,1
29,139935,5408,0
16,140477,2430,0
16,140746,1461,0
50,141143,3849,1
50,141143,1843,1
50,141143,1542,1
16,141493,4775,1
35,142136,6232,0
16,142283,4577,0
15,142314,3047,1
25,143013,2496,1
16,143171,3379,0
16,144057,6200,1
50,144109,3938,0
31,144797,5730,0
50,145480,5948,1
15,145566,3417,1
15,146642,1517,1
41,146754,4355,1
41,146754,3239,1
38,146783,4709,0
29,148596,3775,1
29,148770,4965,0
38,148990,2607,1
16,149597,1909,1
16,149741,5622,1
16,149741,6471,1
15,151000,6457,0
38,151193,3265,1
17,152062,2607,0
16,152973,3903,1
46,153199,1709,1
33,153332,4391,1
16,154719,4884,1
17,154936,2607,1
50,156071,4281,1
50,156071,2670,1
50,156071,1843,1
50,156071,1420,1
50,156071,6374,1
50,156071,4270,1
50,156071,3977,1
50,156928,2475,0
41,157082,4999,0
50,157084,2475,0
15,157322,3210,0
17,158085,3881,0
15,158437,2436,1
38,158571,5267,1
16,159122,1711,1
16,159122,3210,1
50,159171,6438,0
15,159814,1921,1
22,159936,5076,1
50,163342,6457,1
38,163982,2025,1
16,164033,3047,1
29,165091,3487,1
38,165257,5745,0
50,165570,1964,1
15,166504,3024,1
41,167107,4369,1
46,167232,3239,1
25,167671,5948,1
15,167889,1143,1
15,167889,5560,1
15,167889,2264,1
15,167893,3084,1
16,167985,3417,1
33,168356,4391,1
17,168633,3533,0
16,169319,2607,1
38,169352,2382,1
15,169922,6200,1
35,171189,6232,1
16,173350,2496,0
46,173969,5135,1
50,174315,4391,0
50,174456,3905,1
50,174456,4304,1
38,175186,5349,0
50,175531,2264,0
16,175976,6275,1
25,176174,1921,1
46,176940,6053,1
15,177960,3689,1
46,178826,3912,0
38,179065,5770,0
16,179218,2130,1
16,181026,6196,1
46,181571,3912,0
55,181660,5948,0
25,183685,5948,0
25,184065,5896,1
38,185256,5349,0
38,185864,3487,0
15,186465,1517,0
16,186705,4161,0
29,186716,5973,1
16,187072,1350,1
16,187072,4161,1
15,187103,6316,0
15,187103,5105,0
15,187103,3210,0
15,187526,1175,1
46,188201,4197,1
22,188996,5994,1
46,189168,2891,0
43,190074,4085,0
15,191075,2752,0
18,191747,3210,1
38,191954,4709,0
33,193982,2250,0
41,194160,2641,0
16,194511,4947,1
43,194780,6049,0
56,195992,4774,0
31,196302,5730,0
41,196476,1852,0
33,198288,2250,0
15,198678,4027,1
17,199109,4529,0
46,199396,4999,1
15,201206,5419,1
38,201789,6040,1
16,201906,4516,0
16,201906,6258,0
16,202058,2861,1
46,202104,5807,0
44,203124,3210,1
33,203975,2250,0
15,203999,2607,1
22,204246,1461,0
15,205375,3084,0
33,205470,2250,0
25,206842,5546,1
16,207039,2375,1
15,207220,5438,0
46,208158,4736,1
44,208494,3210,1
22,208550,1258,1
16,209220,6028,1
38,210331,5157,0
41,211669,1088,0
15,212451,6309,1
50,213870,5648,0
46,214854,4826,1
50,214939,6225,0
50,215363,2475,1
38,215781,6424,1
38,216092,3210,0
41,216334,5438,0
38,216990,5994,1
22,217275,3361,1
16,217655,3625,1
25,218554,5587,1
89,220449,4841,0
186,220736,5730,0
186,220967,4965,0
186,221088,5976,0
186,221088,2658,0
186,221122,3726,0
186,221153,5152,0
186,221265,4516,0
186,221294,5375,0
186,221294,2891,0
186,221302,5542,0
186,221311,5265,0
186,221317,4516,0
186,221369,5152,0
186,221465,3563,0
186,221754,4426,0
186,221754,5375,0
127,222514,4098,0
186,223483,1946,0
186,223514,4355,0
186,223576,2191,0
186,223576,5542,0
186,223578,2191,0
186,223578,5542,0
186,223579,5542,0
186,223599,2598,0
186,223649,5542,0
186,223697,4852,0
186,223761,4852,0
186,223882,4965,0
15,224469,1655,1
186,225204,2658,0
186,225204,3905,0
8,226133,1843,0
8,226139,3361,0
186,226336,4369,0
89,227022,2499,0
38,227114,3290,0
113,228799,5555,0
186,229601,4516,0
186,229601,5375,0
186,229602,4516,0
186,229602,5375,0
9,230172,4841,0
9,230172,3078,0
41,230228,2607,0
186,230319,5489,0
186,230825,1843,0
186,230825,3695,0
186,230825,5375,0
15,231096,1655,1
33,231720,2250,0
25,232075,1507,1
46,232162,4258,0
46,232358,6034,0
50,232508,3695,0
50,232752,4270,0
38,232775,5994,1
15,232786,1655,1
17,232889,3881,0
9,233253,5489,0
186,233285,4973,0
186,233285,1693,0
186,233338,5489,0
89,233685,4783,0
15,233812,5505,1
9,234370,2008,0
46,234625,2008,1
46,234792,3239,1
186,234900,5375,0
22,235180,2610,0
186,235246,1946,0
41,235499,4369,1
50,235531,3695,1
50,235531,5375,1
50,235531,3489,1
16,235556,1655,1
41,235643,5438,0
33,235789,2250,0
25,235941,4761,0
33,235961,4761,0
50,235967,1843,0
50,235967,3991,0
15,236281,3389,1
33,236332,2250,0
50,236436,6193,0
50,236436,1946,0
50,236436,5155,0
29,236556,6193,1
29,236556,5419,1
38,236588,6040,0
38,236588,4258,0
38,236588,6040,0
38,236588,4258,0
38,236588,6040,0
38,236588,4258,0
50,236594,6456,0
50,236594,4516,0
50,236594,1843,0
15,236610,1655,1
17,236752,1628,0
50,236811,4516,1
41,236896,4999,0
41,236896,4369,0
41,236896,1852,0
41,236896,6472,0
41,236896,2556,0
25,236917,5419,1
9,236998,5489,0
22,237037,3807,0
22,237037,4502,0
22,237037,3807,0
16,237093,2158,1
113,237121,6412,0
113,237121,2610,0
25,237204,4973,0
25,237273,2271,0
16,237277,3903,1
186,237307,2658,0
186,237307,5506,0
186,237307,6040,0
15,237322,4778,0
18,237333,5043,1
113,237354,6412,0
113,237354,1030,0
113,237354,4449,0
41,237404,4369,1
41,237404,1852,1
15,237465,5977,0
16,237476,1390,0
33,237477,1507,1
113,237503,4097,0
113,237503,1261,0
113,237503,1445,0
22,237536,4304,0
22,237536,4174,0
41,237557,2556,0
41,237557,4369,0
41,237557,1852,0
41,237557,5477,0
15,237594,3084,1
15,237594,5888,1
22,237614,2706,1
25,237648,4304,0
25,237648,6063,0
25,237648,3836,0
25,237648,6063,0
31,237658,5730,0
25,237664,6063,0
25,237664,3836,0
25,237664,6063,0
15,237694,5888,1
10,237717,6148,0
10,237717,6456,0
10,237717,6193,0
10,237717,4713,0
15,237748,6040,1
15,237748,4713,1
113,237752,1445,0
15,237767,6148,0
15,237767,4502,0
15,237767,1693,0
15,237768,4713,0
18,237797,4713,0
46,237810,6366,1
46,237810,3733,1
46,237810,4826,1
46,237810,2008,1
46,237810,4826,1
15,237815,4502,0
15,237815,4713,0
29,237834,4713,1
17,237858,4502,0
17,237858,4973,0
17,237864,6148,0
17,237864,3290,0
17,237864,4713,0
17,237864,4973,0
46,237874,6456,0
46,237874,2391,0
46,237874,4502,0
46,237874,2008,0
46,237874,6148,0
46,237874,2008,0
46,237874,2391,0
25,237883,4502,1
25,237883,6148,1
17,237886,4502,1
17,237886,4713,1
16,237898,6148,0
16,237898,4502,0
16,237898,4547,0
16,237898,3708,0
16,237898,4547,0
16,237898,3708,0
16,237898,4547,0
16,237898,3708,0
16,237898,4713,0
22,237913,4502,1
22,237913,2073,1
22,237913,4713,1
15,237919,6148,1
15,237919,4713,1
15,237919,5888,1
15,237919,4871,1
29,237935,3063,0
15,237936,6148,1
15,237936,5438,1
15,237936,5888,1
15,237943,6148,0
15,237943,4713,0
15,237946,6040,0
15,237946,5888,0
46,237947,6148,0
46,237947,4736,0
15,237953,6148,0
15,237953,4713,0
15,237953,6062,0
15,237953,5888,0
15,237953,6062,0
15,237953,5888,0
22,237954,6456,0
22,237954,6120,0
22,237954,4547,0
22,237954,6148,0
22,237954,6120,0
22,237954,4713,0
16,237956,4774,0
16,237963,6148,0
16,237963,4713,0
15,237965,6148,1
15,237965,4713,1
15,237965,1693,1
15,237965,5888,1
46,237967,4736,0
46,237967,3733,0
25,237978,4502,0
25,237978,2158,0
25,237978,4774,0
25,237978,2203,0
25,237978,4774,0
25,237978,2158,0
25,237978,6445,0
25,237978,6148,0
25,237978,2203,0
25,237978,2158,0
25,237978,6445,0
25,237978,5419,0
25,237978,4713,0
25,237978,4871,0
15,237979,6148,0
15,237979,4304,0
15,237979,4713,0
15,237979,5888,0
15,237982,6148,0
15,237982,4502,0
15,237995,6456,0
15,237995,2158,0
15,237995,6148,0
15,237995,2391,0
15,237995,4502,0
15,237995,6148,0
15,237995,2158,0
15,237995,4016,0
15,237995,2391,0
15,237995,4713,0
15,237995,5888,0
15,237995,2158,0
15,237995,3807,0
15,237995,2391,0
46,238004,6148,0
27,238005,2963,1
27,238009,2963,1
27,238009,4774,1
27,238009,2963,1
27,238009,4774,1
27,238009,2963,1
50,238014,6148,1
50,238014,4516,1
50,238014,1843,1
50,238014,5542,1
25,238024,3836,0
25,238024,4713,0
25,238024,4973,0
25,238024,3078,0
25,238024,2158,0
25,238024,2203,0
41,238025,3617,0
41,238025,5438,0
41,238025,4999,0
41,238025,4369,0
41,238025,1852,0
41,238025,6472,0
41,238025,2556,0
41,238025,3120,0
15,238026,4502,0
15,238026,2158,0
15,238026,3733,0
15,238026,4304,0
15,238026,6148,0
15,238026,4556,0
15,238026,4937,0
15,238026,2158,0
15,238026,4841,0
15,238026,1693,0
15,238026,4713,0
15,238026,5419,0
15,238026,5888,0
15,238026,4027,0
15,238026,2158,0
15,238026,4871,0
15,238026,2158,0
15,238026,3807,0
15,238026,3733,0
15,238026,4871,0
15,238026,3733,0
15,238026,4871,0
15,238026,4027,0
50,238031,6148,0
50,238031,1843,0
50,238031,4774,0
50,238031,2610,0
50,238031,4713,0
50,238031,4973,0
50,238031,5176,0
50,238031,3078,0
15,238035,4841,1
15,238035,4502,1
15,238035,4937,1
15,238035,3625,1
15,238035,4937,1
15,238035,4841,1
15,238035,4937,1
15,238035,4973,1
15,238035,4937,1
15,238035,4973,1
15,238035,3625,1
